age,job,marital,education_qual,call_type,day,mon,dur,num_calls,prev_outcome,y
31,technician,married,secondary,cellular,28,aug,79,17,unknown,no
48,blue-collar,married,primary,telephone,28,aug,58,5,unknown,no
60,technician,divorced,secondary,cellular,28,aug,433,12,unknown,no
36,technician,single,secondary,cellular,28,aug,247,1,unknown,no
34,management,single,tertiary,cellular,28,aug,787,1,unknown,no
58,retired,married,tertiary,cellular,28,aug,201,1,unknown,no
45,technician,married,tertiary,cellular,28,aug,14,3,unknown,no
39,management,married,tertiary,cellular,28,aug,908,1,unknown,yes
55,technician,married,secondary,cellular,28,aug,19,17,unknown,no
32,technician,married,secondary,cellular,28,aug,15,13,unknown,no
41,management,single,tertiary,cellular,28,aug,55,1,unknown,no
32,technician,married,secondary,telephone,28,aug,688,6,unknown,no
32,technician,single,secondary,cellular,29,aug,193,2,unknown,no
31,management,single,tertiary,cellular,29,aug,207,2,unknown,no
33,management,single,tertiary,cellular,29,aug,106,2,unknown,no
36,technician,married,secondary,cellular,29,aug,80,2,unknown,no
35,technician,single,secondary,cellular,29,aug,122,2,unknown,no
38,self-employed,married,tertiary,cellular,29,aug,42,2,unknown,no
36,technician,married,secondary,cellular,29,aug,65,2,unknown,no
47,blue-collar,married,primary,cellular,29,aug,45,11,unknown,no
31,technician,married,tertiary,cellular,29,aug,70,2,unknown,no
49,services,married,secondary,cellular,29,aug,175,2,unknown,no
59,technician,divorced,secondary,cellular,29,aug,126,2,unknown,no
37,management,married,tertiary,cellular,29,aug,150,2,unknown,no
42,technician,married,secondary,cellular,29,aug,82,12,unknown,no
46,blue-collar,married,secondary,cellular,29,aug,56,10,unknown,no
35,technician,married,tertiary,cellular,29,aug,92,9,unknown,no
51,blue-collar,married,primary,cellular,29,aug,47,20,unknown,no
41,technician,single,tertiary,cellular,29,aug,59,6,unknown,no
35,technician,divorced,secondary,cellular,29,aug,24,12,unknown,no
34,management,single,tertiary,cellular,29,aug,56,6,unknown,no
38,technician,divorced,tertiary,cellular,29,aug,38,13,unknown,no
33,technician,married,secondary,cellular,29,aug,144,3,unknown,no
36,technician,single,secondary,cellular,29,aug,85,6,unknown,no
33,technician,married,secondary,telephone,29,aug,57,2,unknown,no
31,management,single,tertiary,cellular,29,aug,71,24,unknown,no
45,self-employed,married,primary,cellular,29,aug,82,11,unknown,no
32,management,married,tertiary,cellular,29,aug,162,2,unknown,no
34,management,married,tertiary,cellular,29,aug,120,2,unknown,no
33,services,married,secondary,cellular,29,aug,73,2,unknown,no
47,admin.,married,secondary,telephone,29,aug,247,2,unknown,no
37,technician,married,tertiary,cellular,29,aug,88,7,unknown,no
35,technician,divorced,secondary,cellular,29,aug,114,3,unknown,no
37,management,single,secondary,cellular,29,aug,99,3,unknown,no
60,retired,married,tertiary,cellular,29,aug,50,3,unknown,no
38,technician,married,secondary,cellular,29,aug,125,5,unknown,no
38,technician,single,secondary,cellular,29,aug,73,2,unknown,no
30,technician,married,secondary,cellular,29,aug,73,2,unknown,no
47,technician,divorced,tertiary,cellular,29,aug,62,2,unknown,no
40,management,married,tertiary,cellular,29,aug,189,2,unknown,no
47,blue-collar,married,primary,cellular,29,aug,171,2,unknown,no
53,admin.,married,secondary,cellular,29,aug,59,2,unknown,no
48,blue-collar,married,secondary,cellular,29,aug,64,8,unknown,no
46,management,married,tertiary,cellular,29,aug,24,13,unknown,no
36,technician,single,secondary,cellular,29,aug,21,2,unknown,no
33,management,married,tertiary,cellular,29,aug,168,2,unknown,no
56,management,married,tertiary,cellular,29,aug,133,6,unknown,no
32,management,married,tertiary,cellular,29,aug,183,2,unknown,no
35,technician,single,secondary,cellular,29,aug,643,2,unknown,yes
32,technician,single,secondary,cellular,29,aug,185,2,unknown,no
45,management,married,tertiary,cellular,29,aug,25,7,unknown,no
45,technician,divorced,secondary,cellular,29,aug,83,3,unknown,no
35,unknown,married,primary,cellular,29,aug,41,2,unknown,no
37,technician,single,tertiary,cellular,29,aug,204,2,unknown,no
51,blue-collar,married,primary,cellular,29,aug,164,2,unknown,no
35,technician,married,tertiary,cellular,29,aug,150,2,unknown,no
47,self-employed,married,secondary,cellular,29,aug,90,6,unknown,no
32,management,single,tertiary,cellular,29,aug,63,2,unknown,no
35,management,single,tertiary,cellular,29,aug,131,2,unknown,no
31,management,single,tertiary,cellular,29,aug,153,2,unknown,no
46,management,single,tertiary,cellular,29,aug,40,2,unknown,no
49,management,married,tertiary,cellular,29,aug,102,2,unknown,no
45,technician,married,secondary,cellular,29,aug,80,4,unknown,no
33,technician,married,secondary,cellular,29,aug,93,2,unknown,no
51,admin.,married,secondary,cellular,29,aug,158,2,unknown,no
59,retired,married,secondary,cellular,29,aug,272,2,unknown,no
48,management,divorced,tertiary,cellular,29,aug,488,2,unknown,no
57,admin.,married,secondary,cellular,29,aug,214,7,unknown,no
33,technician,married,tertiary,cellular,29,aug,461,2,unknown,no
39,housemaid,divorced,primary,cellular,29,aug,204,2,unknown,no
39,management,single,tertiary,cellular,29,aug,159,2,unknown,no
42,technician,divorced,secondary,cellular,29,aug,69,4,unknown,no
37,management,married,tertiary,cellular,29,aug,36,2,unknown,no
30,management,single,tertiary,cellular,29,aug,135,2,unknown,no
46,blue-collar,married,secondary,cellular,29,aug,339,2,unknown,no
33,technician,married,secondary,cellular,29,aug,462,2,unknown,no
49,management,single,secondary,cellular,29,aug,121,2,unknown,no
36,self-employed,married,primary,cellular,29,aug,97,2,unknown,no
31,services,single,secondary,cellular,29,aug,319,2,unknown,no
34,management,married,tertiary,cellular,29,aug,256,2,unknown,no
35,technician,married,secondary,cellular,29,aug,240,2,unknown,no
56,management,married,tertiary,cellular,29,aug,88,2,unknown,no
32,technician,single,secondary,cellular,29,aug,161,2,unknown,no
33,management,married,tertiary,cellular,29,aug,179,2,unknown,no
48,blue-collar,married,secondary,cellular,29,aug,200,7,unknown,no
34,admin.,married,secondary,cellular,29,aug,109,2,unknown,no
35,technician,single,tertiary,cellular,29,aug,300,2,unknown,no
32,technician,married,secondary,cellular,29,aug,63,2,unknown,no
58,services,married,secondary,cellular,29,aug,105,2,unknown,no
31,technician,single,secondary,cellular,29,aug,213,4,unknown,no
33,technician,single,tertiary,cellular,29,aug,112,2,unknown,no
32,management,single,tertiary,cellular,29,aug,255,2,unknown,no
31,technician,single,secondary,cellular,29,aug,131,2,unknown,no
59,self-employed,married,tertiary,cellular,29,aug,103,2,unknown,no
48,technician,married,tertiary,cellular,29,aug,77,2,unknown,no
32,management,single,tertiary,cellular,29,aug,695,2,unknown,yes
36,management,married,tertiary,cellular,29,aug,159,2,unknown,no
33,technician,married,secondary,cellular,29,aug,103,2,unknown,no
38,admin.,divorced,secondary,cellular,29,aug,156,2,unknown,no
54,technician,married,secondary,cellular,29,aug,81,8,unknown,no
39,management,married,tertiary,cellular,29,aug,94,2,unknown,no
48,technician,divorced,secondary,cellular,29,aug,520,2,unknown,no
31,technician,single,secondary,cellular,29,aug,35,14,unknown,no
56,services,married,unknown,cellular,29,aug,96,2,unknown,no
34,technician,single,secondary,cellular,29,aug,96,4,unknown,no
39,management,divorced,tertiary,cellular,29,aug,345,2,unknown,no
31,technician,married,secondary,cellular,29,aug,245,2,unknown,no
55,management,single,tertiary,cellular,29,aug,79,4,unknown,no
50,management,divorced,tertiary,cellular,29,aug,128,2,unknown,no
45,technician,married,secondary,cellular,29,aug,150,2,unknown,no
35,management,married,tertiary,cellular,29,aug,204,2,unknown,no
31,technician,married,secondary,cellular,29,aug,156,2,unknown,no
37,management,married,tertiary,cellular,29,aug,168,2,unknown,no
34,technician,married,secondary,cellular,29,aug,67,4,unknown,no
33,services,married,secondary,cellular,29,aug,155,2,unknown,no
33,technician,married,tertiary,cellular,29,aug,91,2,unknown,no
55,admin.,married,secondary,cellular,29,aug,88,2,unknown,no
41,technician,married,secondary,cellular,29,aug,141,2,unknown,no
33,technician,divorced,secondary,cellular,29,aug,71,2,unknown,no
46,blue-collar,married,primary,cellular,29,aug,168,2,unknown,no
60,retired,married,primary,cellular,29,aug,235,2,unknown,no
47,management,divorced,tertiary,cellular,29,aug,136,2,unknown,no
31,management,single,tertiary,cellular,29,aug,63,2,unknown,no
41,management,single,tertiary,cellular,29,aug,122,2,unknown,no
46,blue-collar,married,secondary,cellular,29,aug,203,2,unknown,no
47,entrepreneur,married,secondary,cellular,29,aug,137,9,unknown,no
31,management,married,tertiary,cellular,29,aug,109,4,unknown,no
34,technician,divorced,secondary,cellular,29,aug,273,2,unknown,no
45,blue-collar,married,primary,cellular,29,aug,141,2,unknown,no
32,management,married,tertiary,cellular,29,aug,107,2,unknown,no
49,management,married,tertiary,cellular,29,aug,86,2,unknown,no
39,management,single,secondary,cellular,29,aug,70,2,unknown,no
47,services,married,secondary,cellular,29,aug,96,2,unknown,no
59,technician,divorced,secondary,cellular,29,aug,398,2,unknown,no
48,management,married,tertiary,cellular,29,aug,81,8,unknown,no
33,management,married,tertiary,cellular,29,aug,60,2,unknown,no
38,technician,single,secondary,cellular,29,aug,150,4,unknown,no
33,management,single,tertiary,cellular,29,aug,130,4,unknown,no
49,technician,married,secondary,cellular,29,aug,135,2,unknown,no
31,technician,divorced,secondary,cellular,29,aug,256,2,unknown,no
46,management,divorced,secondary,cellular,29,aug,728,2,unknown,no
33,housemaid,married,secondary,cellular,29,aug,264,2,unknown,no
38,management,single,tertiary,cellular,29,aug,95,2,unknown,no
59,technician,married,secondary,cellular,29,aug,62,2,unknown,no
49,blue-collar,married,secondary,cellular,29,aug,210,2,unknown,no
40,technician,married,secondary,cellular,29,aug,77,2,unknown,no
32,technician,single,secondary,telephone,29,aug,116,2,unknown,no
34,management,single,secondary,cellular,29,aug,186,2,unknown,no
54,blue-collar,married,primary,cellular,29,aug,73,8,unknown,no
45,blue-collar,married,primary,cellular,29,aug,93,11,unknown,no
30,management,single,tertiary,telephone,29,aug,115,2,unknown,no
40,self-employed,single,tertiary,telephone,29,aug,104,2,unknown,no
42,unemployed,divorced,tertiary,cellular,29,aug,85,4,unknown,no
33,management,single,tertiary,telephone,29,aug,59,2,unknown,no
43,admin.,married,secondary,cellular,29,aug,186,6,unknown,no
39,technician,divorced,secondary,cellular,29,aug,1028,2,unknown,no
40,technician,divorced,secondary,cellular,29,aug,299,3,unknown,no
52,technician,married,tertiary,cellular,29,aug,161,3,unknown,no
55,blue-collar,married,primary,cellular,29,aug,98,19,unknown,no
35,management,married,tertiary,cellular,29,aug,91,4,unknown,no
54,technician,married,secondary,cellular,29,aug,207,7,unknown,no
45,blue-collar,married,primary,cellular,29,aug,133,4,unknown,no
33,blue-collar,married,secondary,cellular,29,aug,111,4,unknown,no
46,blue-collar,married,primary,cellular,29,aug,163,6,unknown,no
31,technician,married,secondary,cellular,29,aug,165,4,unknown,no
46,management,divorced,tertiary,cellular,29,aug,38,6,unknown,no
38,unknown,married,unknown,telephone,29,aug,17,18,unknown,no
34,entrepreneur,married,unknown,cellular,29,aug,19,16,unknown,no
54,blue-collar,married,secondary,cellular,29,aug,436,4,unknown,no
34,technician,married,secondary,cellular,29,aug,32,15,unknown,no
44,technician,married,secondary,cellular,29,aug,64,4,unknown,no
32,management,single,tertiary,cellular,29,aug,131,4,unknown,no
33,housemaid,single,tertiary,cellular,29,aug,511,4,unknown,no
41,management,married,secondary,cellular,29,aug,82,9,unknown,no
45,blue-collar,married,primary,cellular,29,aug,961,4,unknown,no
41,admin.,married,secondary,cellular,29,aug,76,4,unknown,no
54,services,married,unknown,cellular,29,aug,124,11,unknown,no
49,blue-collar,married,secondary,cellular,29,aug,66,17,unknown,no
36,technician,single,tertiary,cellular,29,aug,54,12,unknown,no
45,technician,single,tertiary,cellular,29,aug,29,14,unknown,no
48,blue-collar,married,primary,cellular,29,aug,134,4,unknown,no
41,management,married,tertiary,cellular,29,aug,709,11,unknown,no
41,technician,married,secondary,cellular,29,aug,95,6,unknown,no
56,management,married,tertiary,cellular,29,aug,25,12,unknown,no
55,admin.,married,tertiary,cellular,29,aug,59,4,unknown,no
36,self-employed,married,tertiary,cellular,29,aug,47,4,unknown,no
40,management,single,tertiary,cellular,29,aug,173,4,unknown,no
30,technician,married,tertiary,cellular,29,aug,69,21,unknown,no
35,management,divorced,secondary,cellular,29,aug,77,14,unknown,no
31,management,married,tertiary,cellular,29,aug,43,13,unknown,no
59,housemaid,married,primary,cellular,29,aug,300,4,unknown,no
46,technician,divorced,secondary,cellular,29,aug,94,2,unknown,no
38,technician,married,secondary,cellular,29,aug,44,16,unknown,no
52,technician,divorced,secondary,cellular,29,aug,39,2,unknown,no
52,technician,married,secondary,cellular,29,aug,67,2,unknown,no
45,technician,married,secondary,telephone,29,aug,18,2,unknown,no
38,technician,single,secondary,cellular,29,aug,98,2,unknown,no
40,technician,divorced,secondary,telephone,29,aug,36,2,unknown,no
47,blue-collar,married,secondary,cellular,29,aug,24,17,unknown,no
48,blue-collar,married,secondary,cellular,29,aug,21,6,unknown,no
38,management,married,tertiary,cellular,29,aug,70,4,unknown,no
60,admin.,married,secondary,cellular,29,aug,92,4,unknown,no
46,blue-collar,married,unknown,telephone,29,aug,162,2,unknown,no
34,technician,married,secondary,cellular,29,aug,116,4,unknown,no
33,technician,married,secondary,cellular,29,aug,94,2,unknown,no
47,self-employed,married,primary,telephone,29,aug,58,2,unknown,no
58,retired,married,primary,cellular,29,aug,76,8,unknown,no
47,management,single,tertiary,cellular,29,aug,14,15,unknown,no
34,technician,divorced,secondary,cellular,29,aug,15,14,unknown,no
32,management,married,tertiary,telephone,29,aug,129,2,unknown,no
31,technician,single,secondary,cellular,29,aug,157,2,unknown,no
42,technician,married,unknown,telephone,29,aug,145,2,unknown,no
41,technician,divorced,secondary,cellular,29,aug,88,2,unknown,no
37,technician,married,secondary,cellular,29,aug,122,4,unknown,no
56,retired,married,secondary,cellular,29,aug,133,2,unknown,no
52,services,married,secondary,cellular,29,aug,174,10,unknown,no
49,self-employed,married,secondary,cellular,29,aug,61,4,unknown,no
36,technician,single,secondary,cellular,29,aug,493,2,unknown,no
32,technician,single,secondary,cellular,29,aug,451,4,unknown,no
60,technician,single,secondary,telephone,29,aug,86,2,unknown,no
49,technician,single,secondary,cellular,29,aug,12,6,unknown,no
35,management,single,tertiary,cellular,29,aug,168,2,unknown,no
36,management,single,tertiary,cellular,29,aug,370,4,unknown,no
36,technician,divorced,secondary,telephone,29,aug,140,2,unknown,no
33,technician,single,tertiary,telephone,29,aug,66,2,unknown,no
34,technician,married,secondary,cellular,29,aug,201,2,unknown,no
37,technician,married,secondary,cellular,29,aug,59,4,unknown,no
32,management,single,tertiary,cellular,29,aug,85,15,unknown,no
30,technician,single,secondary,cellular,29,aug,60,4,unknown,no
37,technician,married,secondary,cellular,29,aug,301,4,unknown,no
45,technician,married,secondary,cellular,29,aug,27,4,unknown,no
52,technician,married,secondary,telephone,29,aug,20,2,unknown,no
46,technician,married,secondary,telephone,29,aug,81,2,unknown,no
46,unemployed,married,secondary,telephone,29,aug,74,2,unknown,no
33,technician,married,secondary,cellular,29,aug,53,4,unknown,no
39,technician,divorced,secondary,cellular,29,aug,35,6,unknown,no
49,management,married,tertiary,cellular,29,aug,215,6,unknown,no
50,admin.,married,tertiary,telephone,29,aug,253,2,unknown,no
47,admin.,married,tertiary,telephone,29,aug,43,2,unknown,no
37,admin.,married,secondary,cellular,29,aug,98,10,unknown,no
43,technician,single,tertiary,cellular,29,aug,73,4,unknown,no
53,unemployed,married,tertiary,cellular,29,aug,106,3,unknown,no
31,management,single,tertiary,telephone,29,aug,51,1,unknown,no
35,management,single,tertiary,cellular,29,aug,669,6,unknown,no
37,technician,married,secondary,cellular,29,aug,127,5,unknown,no
51,blue-collar,married,primary,telephone,29,aug,158,4,unknown,no
37,housemaid,married,primary,cellular,29,aug,17,12,unknown,no
47,admin.,married,secondary,telephone,29,aug,367,3,unknown,no
57,retired,married,tertiary,cellular,29,aug,68,4,unknown,no
36,technician,single,secondary,cellular,29,aug,29,3,unknown,no
32,management,single,tertiary,telephone,29,aug,63,11,unknown,no
33,management,married,tertiary,cellular,29,aug,27,7,unknown,no
38,self-employed,married,tertiary,cellular,29,aug,117,3,unknown,no
51,blue-collar,married,secondary,cellular,29,aug,8,10,unknown,no
31,housemaid,single,secondary,cellular,29,aug,6,9,unknown,no
37,management,single,tertiary,cellular,29,aug,8,9,unknown,no
46,management,married,tertiary,cellular,29,aug,515,3,unknown,no
53,entrepreneur,married,secondary,cellular,29,aug,88,3,unknown,no
59,blue-collar,married,primary,cellular,29,aug,89,5,unknown,no
34,management,divorced,tertiary,telephone,29,aug,77,7,unknown,no
46,technician,divorced,secondary,telephone,17,oct,270,1,unknown,yes
30,self-employed,married,tertiary,unknown,17,oct,235,1,unknown,yes
49,management,married,tertiary,telephone,17,oct,223,1,unknown,yes
43,management,married,tertiary,telephone,17,oct,147,1,unknown,no
36,blue-collar,married,secondary,telephone,17,oct,24,1,unknown,no
28,blue-collar,single,secondary,unknown,17,oct,115,1,unknown,no
36,self-employed,single,tertiary,telephone,17,oct,3253,1,unknown,yes
47,admin.,divorced,secondary,telephone,17,oct,478,1,unknown,yes
37,management,divorced,tertiary,unknown,18,oct,50,1,unknown,no
50,blue-collar,married,primary,unknown,18,oct,37,1,unknown,no
32,management,married,tertiary,unknown,18,oct,71,1,unknown,no
31,entrepreneur,married,tertiary,unknown,18,oct,558,1,unknown,no
52,technician,married,secondary,unknown,19,oct,133,1,unknown,yes
52,management,married,tertiary,telephone,19,oct,57,1,unknown,no
45,admin.,divorced,secondary,telephone,20,oct,164,1,unknown,no
47,admin.,married,secondary,telephone,20,oct,309,1,unknown,no
48,student,single,unknown,telephone,20,oct,2429,1,unknown,no
43,management,married,tertiary,unknown,20,oct,312,1,unknown,yes
30,technician,married,tertiary,telephone,20,oct,73,1,unknown,no
34,blue-collar,divorced,secondary,telephone,20,oct,24,1,unknown,no
44,technician,single,secondary,telephone,20,oct,718,1,unknown,yes
30,blue-collar,married,secondary,telephone,20,oct,2016,1,unknown,yes
33,admin.,married,tertiary,telephone,21,oct,39,1,failure,no
32,admin.,married,secondary,unknown,21,oct,294,1,unknown,yes
42,admin.,single,secondary,telephone,21,oct,519,1,other,yes
40,technician,married,secondary,telephone,21,oct,19,1,unknown,no
33,services,married,secondary,telephone,21,oct,144,1,failure,yes
58,retired,married,tertiary,telephone,21,oct,65,1,unknown,no
35,management,married,tertiary,unknown,21,oct,4,1,unknown,no
31,blue-collar,married,primary,unknown,21,oct,54,1,unknown,no
45,admin.,married,secondary,unknown,21,oct,187,1,unknown,yes
58,management,divorced,tertiary,unknown,21,oct,49,1,unknown,no
45,blue-collar,married,secondary,unknown,22,oct,676,1,unknown,yes
28,student,single,secondary,telephone,22,oct,157,1,unknown,yes
36,management,married,tertiary,telephone,22,oct,73,1,other,no
42,admin.,single,secondary,unknown,22,oct,80,1,unknown,no
32,technician,single,tertiary,telephone,22,oct,181,1,unknown,yes
28,self-employed,married,secondary,telephone,22,oct,313,1,unknown,yes
40,management,married,tertiary,telephone,23,oct,138,1,unknown,yes
36,management,married,tertiary,telephone,23,oct,140,1,failure,yes
44,admin.,divorced,primary,telephone,23,oct,80,1,unknown,yes
51,entrepreneur,married,tertiary,unknown,23,oct,134,1,unknown,yes
56,technician,married,secondary,unknown,23,oct,518,1,success,yes
57,unknown,married,unknown,unknown,23,oct,301,1,unknown,yes
26,services,single,secondary,telephone,23,oct,171,1,unknown,yes
40,technician,divorced,tertiary,unknown,24,oct,112,1,unknown,yes
49,admin.,married,secondary,telephone,24,oct,97,1,unknown,yes
50,management,single,tertiary,unknown,24,oct,305,1,unknown,yes
44,blue-collar,married,secondary,telephone,25,oct,119,1,other,no
58,admin.,divorced,secondary,telephone,26,oct,228,1,unknown,yes
37,admin.,married,secondary,telephone,27,oct,376,1,unknown,yes
36,technician,single,secondary,unknown,27,oct,207,1,unknown,yes
39,entrepreneur,married,primary,unknown,27,oct,150,1,unknown,yes
58,retired,married,primary,telephone,27,oct,27,1,unknown,no
27,entrepreneur,married,secondary,telephone,27,oct,131,1,unknown,yes
33,management,married,tertiary,telephone,27,oct,51,1,unknown,no
47,management,divorced,tertiary,telephone,27,oct,251,1,unknown,yes
30,admin.,married,secondary,telephone,27,oct,3284,1,unknown,no
39,admin.,married,secondary,telephone,28,oct,125,1,unknown,yes
57,technician,married,secondary,telephone,28,oct,141,1,unknown,yes
38,management,married,tertiary,telephone,28,oct,154,1,unknown,yes
43,management,married,secondary,telephone,28,oct,135,1,unknown,yes
34,technician,married,secondary,telephone,28,oct,540,1,unknown,yes
31,admin.,married,secondary,telephone,28,oct,60,1,unknown,no
35,management,divorced,tertiary,telephone,29,oct,171,1,unknown,yes
58,management,divorced,tertiary,unknown,29,oct,11,1,unknown,yes
39,blue-collar,single,unknown,telephone,29,oct,223,1,unknown,no
60,blue-collar,married,secondary,telephone,29,oct,167,1,unknown,no
59,management,divorced,tertiary,telephone,29,oct,266,1,unknown,yes
35,management,single,tertiary,unknown,30,oct,248,1,unknown,yes
42,technician,divorced,secondary,unknown,30,oct,234,1,unknown,yes
43,retired,married,secondary,telephone,30,oct,132,1,unknown,yes
36,entrepreneur,married,tertiary,telephone,30,oct,246,1,unknown,no
34,housemaid,married,secondary,unknown,30,oct,154,1,unknown,yes
35,blue-collar,single,secondary,telephone,30,oct,160,1,unknown,yes
43,self-employed,married,primary,telephone,30,oct,81,1,unknown,no
38,admin.,single,secondary,telephone,31,oct,227,1,unknown,yes
39,blue-collar,married,secondary,telephone,31,oct,158,1,unknown,yes
58,retired,divorced,tertiary,telephone,31,oct,615,1,unknown,yes
27,management,single,tertiary,cellular,31,oct,18,1,unknown,no
34,technician,single,secondary,cellular,4,nov,95,1,unknown,no
41,services,married,secondary,telephone,4,nov,5,1,unknown,no
60,management,married,tertiary,telephone,4,nov,399,1,unknown,yes
28,management,single,tertiary,unknown,4,nov,15,1,unknown,no
26,technician,single,tertiary,telephone,4,nov,21,1,other,no
34,entrepreneur,married,tertiary,telephone,4,nov,217,1,unknown,no
56,technician,married,secondary,telephone,4,nov,465,1,unknown,yes
34,management,married,tertiary,telephone,5,nov,6,1,unknown,no
50,admin.,divorced,secondary,telephone,5,nov,169,1,unknown,yes
51,admin.,single,secondary,telephone,5,nov,449,1,failure,no
26,management,single,tertiary,telephone,5,nov,5,1,unknown,no
31,management,married,tertiary,unknown,5,nov,268,1,unknown,yes
37,services,married,secondary,telephone,5,nov,253,1,unknown,yes
44,self-employed,married,secondary,unknown,5,nov,204,1,unknown,yes
59,retired,divorced,secondary,unknown,5,nov,669,1,unknown,yes
43,services,married,secondary,telephone,5,nov,68,1,unknown,no
49,management,married,secondary,telephone,6,nov,234,1,unknown,yes
48,management,divorced,tertiary,unknown,6,nov,88,1,unknown,no
34,management,married,tertiary,unknown,6,nov,26,1,other,no
30,management,single,tertiary,cellular,6,nov,150,1,unknown,yes
36,admin.,married,secondary,telephone,6,nov,132,1,unknown,no
31,technician,single,tertiary,unknown,8,nov,154,1,unknown,yes
28,unemployed,single,tertiary,cellular,8,nov,20,1,unknown,no
29,management,single,tertiary,telephone,8,nov,319,1,unknown,yes
33,management,single,tertiary,telephone,8,nov,76,1,unknown,no
40,blue-collar,married,secondary,unknown,9,nov,299,1,unknown,yes
43,admin.,single,secondary,telephone,9,nov,208,1,unknown,no
38,management,married,tertiary,telephone,9,nov,43,1,unknown,no
33,technician,married,secondary,telephone,9,nov,61,1,unknown,no
23,admin.,single,secondary,telephone,10,nov,1239,1,unknown,no
59,technician,married,tertiary,telephone,10,nov,4918,1,unknown,no
38,management,single,tertiary,telephone,10,nov,125,1,unknown,no
31,management,married,tertiary,telephone,10,nov,107,1,unknown,no
33,unemployed,divorced,secondary,telephone,10,nov,175,1,failure,no
43,admin.,married,secondary,telephone,10,nov,524,1,unknown,yes
40,management,single,secondary,telephone,10,nov,98,1,unknown,no
48,management,married,tertiary,telephone,10,nov,248,1,unknown,yes
47,technician,married,secondary,unknown,11,nov,74,1,unknown,no
31,technician,married,secondary,telephone,11,nov,133,1,unknown,no
33,unemployed,married,secondary,telephone,11,nov,119,1,unknown,no
34,management,married,tertiary,telephone,11,nov,486,1,unknown,yes
28,self-employed,single,tertiary,unknown,11,nov,158,1,unknown,yes
34,admin.,married,tertiary,unknown,12,nov,114,1,failure,yes
47,blue-collar,married,secondary,telephone,12,nov,378,1,unknown,yes
22,technician,single,secondary,telephone,12,nov,129,1,unknown,no
37,technician,married,secondary,telephone,12,nov,24,1,unknown,no
26,management,married,tertiary,telephone,12,nov,238,1,unknown,no
30,admin.,married,secondary,telephone,12,nov,119,1,success,no
43,blue-collar,divorced,primary,telephone,13,nov,138,1,unknown,no
33,admin.,single,secondary,telephone,13,nov,168,1,unknown,no
40,blue-collar,married,secondary,telephone,13,nov,72,1,unknown,no
59,housemaid,married,tertiary,telephone,13,nov,494,1,unknown,yes
30,management,single,tertiary,telephone,13,nov,86,1,failure,no
32,management,married,tertiary,telephone,13,nov,45,1,unknown,no
32,blue-collar,single,tertiary,unknown,13,nov,90,1,unknown,yes
31,entrepreneur,single,secondary,telephone,13,nov,160,1,unknown,yes
49,admin.,married,secondary,unknown,13,nov,231,1,unknown,yes
46,unknown,married,unknown,unknown,13,nov,722,1,unknown,no
27,student,single,secondary,telephone,14,nov,239,1,unknown,yes
35,unemployed,single,secondary,telephone,14,nov,162,1,unknown,yes
32,blue-collar,married,secondary,cellular,14,nov,132,1,unknown,yes
57,blue-collar,married,unknown,telephone,14,nov,172,1,unknown,yes
58,management,married,tertiary,telephone,14,nov,160,1,unknown,yes
35,admin.,single,secondary,telephone,14,nov,24,1,unknown,no
30,technician,single,secondary,unknown,14,nov,179,1,unknown,yes
32,management,married,tertiary,unknown,17,nov,76,1,unknown,no
44,entrepreneur,married,tertiary,cellular,17,nov,81,1,failure,no
57,blue-collar,married,secondary,telephone,17,nov,101,1,unknown,no
51,management,divorced,tertiary,cellular,17,nov,200,1,failure,no
51,technician,married,secondary,cellular,17,nov,79,1,failure,no
58,technician,married,secondary,cellular,17,nov,131,1,unknown,no
44,management,married,tertiary,cellular,17,nov,58,1,failure,no
54,admin.,married,secondary,cellular,17,nov,146,1,unknown,no
57,admin.,married,secondary,telephone,17,nov,92,1,unknown,no
53,technician,married,secondary,cellular,17,nov,156,1,unknown,no
35,technician,married,secondary,cellular,17,nov,53,1,unknown,no
41,management,married,tertiary,cellular,17,nov,98,1,unknown,no
50,entrepreneur,married,secondary,telephone,17,nov,238,1,unknown,no
37,technician,married,secondary,cellular,17,nov,85,1,unknown,no
46,admin.,married,secondary,cellular,17,nov,59,1,unknown,no
34,technician,single,secondary,cellular,17,nov,303,1,failure,no
37,self-employed,married,secondary,cellular,17,nov,51,1,unknown,no
35,management,married,tertiary,unknown,17,nov,108,1,unknown,no
49,blue-collar,divorced,primary,cellular,17,nov,221,1,unknown,no
42,management,married,secondary,cellular,17,nov,80,1,unknown,no
49,management,married,tertiary,cellular,17,nov,324,1,failure,no
40,services,divorced,unknown,telephone,17,nov,206,1,unknown,no
42,self-employed,married,tertiary,cellular,17,nov,139,1,unknown,no
49,retired,married,secondary,cellular,17,nov,527,1,unknown,no
47,housemaid,married,tertiary,cellular,17,nov,80,1,failure,no
40,management,single,secondary,cellular,17,nov,161,1,failure,no
36,technician,divorced,secondary,cellular,17,nov,130,1,unknown,no
47,technician,married,tertiary,cellular,17,nov,120,1,unknown,no
43,technician,divorced,secondary,cellular,17,nov,80,1,unknown,no
56,management,married,tertiary,cellular,17,nov,250,1,unknown,no
55,management,married,tertiary,cellular,17,nov,66,1,unknown,no
54,blue-collar,married,primary,cellular,17,nov,71,1,unknown,no
33,services,single,secondary,cellular,17,nov,252,1,unknown,no
56,management,married,tertiary,cellular,17,nov,113,1,unknown,no
